"","Categorie","Forme","Gender","Marque","Material Fond","Material Front","Structure","Taille","Taille Temple","year"
"435","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"436","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"437","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"438","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"439","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"440","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"441","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"442","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"443","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"444","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"445","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","ACETATE","ACETATE","FULL-RIM",54,150,2016
"446","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2016
"447","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"448","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"449","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2016
"450","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"451","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2017
"452","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"453","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"454","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"455","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"456","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"457","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"458","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"459","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"460","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"461","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"462","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"463","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"464","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"465","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"466","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"467","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"468","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"469","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"470","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"471","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"472","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",62,150,2017
"473","Lunettes Optiques","AVIATNAVI","MAN","DIOR HOMME","METAL","OPTYL","FULL-RIM",56,150,2017
"474","Lunettes Optiques","NAVIGATOR","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",47,150,2016
"475","Lunettes Optiques","SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2017
"476","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",54,150,2018
"477","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"478","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"479","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"480","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"481","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"482","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"483","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"484","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"485","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"486","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","RIMLESS",52,150,2017
"487","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"488","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"489","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"490","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE METAL","FULL-RIM",99,155,2016
"491","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","RIMLESS",99,155,2016
"492","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"493","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"494","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",99,155,2016
"495","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",52,150,2017
"496","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",50,150,2018
"497","Lunettes Optiques","AVIATNAVI","MAN","DIOR HOMME","ACETATE","METAL","RIMLESS",64,150,2017
"498","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"499","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"500","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",59,150,2018
"501","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"502","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",59,150,2016
"503","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"504","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"505","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"506","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"507","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"508","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"509","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"510","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"511","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"512","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"513","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"514","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"515","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"516","Lunettes Optiques","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",49,150,2017
"517","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","OPTYL","POLYAMIDE INJ","FULL-RIM",46,150,2017
"518","Lunettes de Soleil","MULTISHAPE","MAN","DIOR HOMME","OPTYL","ACETATE","FULL-RIM",50,150,2018
"519","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","OPTYL","POLYAMIDE INJ","FULL-RIM",47,150,2017
"520","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"521","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"522","Lunettes de Soleil","MULTISHAPE","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"523","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"524","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"525","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"526","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"527","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"528","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"529","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"530","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"531","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"532","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"533","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"534","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"535","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"536","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"537","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"538","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"539","Lunettes de Soleil","AVIATNAVI","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",57,150,2017
"540","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","METAL","FULL-RIM",51,155,2016
"541","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","LONG TIP RUBBER","METAL (M)","FULL-RIM",51,155,2016
"542","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","ALLUMINIUM","ACETATE","FULL-RIM",50,150,2016
"543","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","METAL","METAL (M)","FULL-RIM",59,140,2016
"544","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"545","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR HOMME","METAL","METAL","FULL-RIM",60,140,2017
"546","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"547","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"548","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"549","Lunettes de Soleil","SQUARE","MAN","DIOR HOMME","METAL","METAL (M)","FULL-RIM",48,150,2018
"550","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"551","Lunettes de Soleil","AVIATNAVI","WOMAN","DIOR HOMME","METAL","METAL","FULL-RIM",60,140,2017
"552","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"553","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"554","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"555","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"556","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"557","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"558","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"559","Lunettes de Soleil","ROUND / OVAL","MAN","DIOR HOMME","METAL","ACETATE","FULL-RIM",60,140,2017
"560","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"561","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"562","Lunettes de Soleil","AVIATNAVI","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",60,140,2017
"563","Lunettes de Soleil","ROUND / OVAL","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",58,140,2017
"564","Lunettes de Soleil","ROUND / OVAL","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",58,140,2017
"565","Lunettes Optiques","SQUARE","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",52,140,2017
"566","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",51,140,2017
"567","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",51,140,2017
"568","Lunettes Optiques","ROUND / OVAL","WOMAN","ELIE SAAB","METAL","METAL","RIMLESS",50,140,2017
"569","Lunettes Optiques","ROUND / OVAL","WOMAN","ELIE SAAB","METAL","ACETATE","FULL-RIM",60,145,2016
"570","Lunettes de Soleil","ROUND / OVAL","WOMAN","ELIE SAAB","METAL","METAL","FULL-RIM",57,135,2017
"571","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","ELIE SAAB","METAL","ACETATE","FULL-RIM",49,140,2016
"572","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"573","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"574","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","ELIE SAAB","CELLULOSE P.INJ","ACETATE","FULL-RIM",55,140,2016
"575","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","ELIE SAAB","METAL","ACETATE","FULL-RIM",49,140,2016
"576","Lunettes de Soleil","NAVIGATOR","MAN","FOSSIL","CELLULOSE P.INJ","ACETATE","FULL-RIM",49,140,2016
"577","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","ELIE SAAB","METAL","ACETATE","FULL-RIM",49,140,2016
"578","Lunettes Optiques","NAVIGATOR","WOMAN","FOSSIL","CELLULOSE P.INJ","ACETATE","FULL-RIM",49,140,2016
"579","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"580","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"581","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"582","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"583","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"584","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"585","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"586","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"587","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"588","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"589","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",49,140,2016
"590","Lunettes de Soleil","SQUARE","UNISEX AD","FOSSIL","METAL","ACETATE","FULL-RIM",52,140,2016
"591","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",57,140,2016
"592","Lunettes de Soleil","RECTANGULAR / SQUARE","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",57,140,2016
"593","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"594","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"595","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"596","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"597","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"598","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"599","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"600","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"601","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"602","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"603","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"604","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"605","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"606","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"607","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"608","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"609","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"610","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"611","Lunettes de Soleil","ROUND / OVAL","WOMAN","FOSSIL","METAL","ACETATE","FULL-RIM",55,140,2016
"612","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"613","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"614","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"615","Lunettes de Soleil","AVIATNAVI","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"616","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"617","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","CELLULOSE P.INJ","FULL-RIM",52,145,2017
"618","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"619","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"620","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"621","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"622","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"623","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"624","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"625","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"626","Lunettes de Soleil","AVIATOR / NAVIGATOR","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"627","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"628","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"629","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"630","Lunettes de Soleil","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"631","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"632","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",54,145,2013
"633","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",53,145,2013
"634","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",54,140,2013
"635","Lunettes Optiques","RECTANGULAR / SQUARE","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",53,140,2013
"636","Lunettes Optiques","ROUND / OVAL","WOMAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",51,140,2013
"637","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","ACETATE","ACETATE","FULL-RIM",53,140,2016
"638","Lunettes Optiques","SQUARE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,140,2016
"639","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"640","Lunettes Optiques","RECTANGULAR / SQUARE","MAN","FOSSIL","METAL","ACETATE","FULL-RIM",53,145,2016
"641","Lunettes Optiques","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"642","Lunettes Optiques","SQUARE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,140,2016
"643","Lunettes Optiques","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"644","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","OPTYL","FULL-RIM",54,130,2016
"645","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","OPTYL","FULL-RIM",54,130,2016
"646","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"647","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","METAL","OPTYL","FULL-RIM",54,130,2016
"648","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"649","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"650","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"651","Lunettes de Soleil","CAT-EYE","WOMAN","FOSSIL","METAL","OPTYL","FULL-RIM",54,130,2016
"652","Lunettes Optiques","CAT-EYE","WOMAN","JIMMY CHOO","METAL","OPTYL","FULL-RIM",54,130,2016
"653","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","OPTYL","FULL-RIM",54,130,2016
"654","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","OPTYL","FULL-RIM",54,130,2016
"655","Lunettes de Soleil","ROUND / OVAL","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",54,145,2018
"656","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","ACETATE","OPTYL","FULL-RIM",54,130,2016
"657","Lunettes de Soleil","CAT-EYE","WOMAN","JIMMY CHOO","METAL","METAL","FULL-RIM",54,145,2018
